reaction,server,converged,error,best_ts_method,branch,execution_time
rmg_rxn_16519,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1389
rmg_rxn_16741,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16325,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1285
rmg_rxn_16369,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10829
rmg_rxn_16571,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16380,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11859
rmg_rxn_16273,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,26782
rmg_rxn_16347,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10994
rmg_rxn_16569,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1734
rmg_rxn_16449,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11422
rmg_rxn_16504,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16337,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9306
rmg_rxn_16268,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,11333
rmg_rxn_16278,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,22559
rmg_rxn_16450,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11945
rmg_rxn_16468,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16515,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16592,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,302
rmg_rxn_16463,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16375,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12340
rmg_rxn_16641,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,433
rmg_rxn_16462,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16403,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10861
rmg_rxn_16713,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16447,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12269
rmg_rxn_16812,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,88232
rmg_rxn_16516,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16689,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16720,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,334
rmg_rxn_16822,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,
rmg_rxn_16711,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16364,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10999
rmg_rxn_16677,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8930
rmg_rxn_16481,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16795,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16329,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10192
rmg_rxn_16611,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,3347
rmg_rxn_16806,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16507,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16772,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16547,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16779,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16281,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,15529
rmg_rxn_16313,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11142
rmg_rxn_16665,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,6826
rmg_rxn_16406,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10811
rmg_rxn_16359,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11421
rmg_rxn_16487,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16540,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16809,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16666,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4983
rmg_rxn_16394,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11137
rmg_rxn_16489,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16553,Zeus,True,,heuristics,crest,40257
rmg_rxn_16646,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16561,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,276
rmg_rxn_16590,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16810,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,7390
rmg_rxn_16288,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1187
rmg_rxn_16585,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16761,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1053
rmg_rxn_16451,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10518
rmg_rxn_16657,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,7734
rmg_rxn_16727,Zeus,False,Could not find value in dictionary,,crest,
rmg_rxn_16404,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10924
rmg_rxn_16634,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,457
rmg_rxn_16802,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16455,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12303
rmg_rxn_16352,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10555
rmg_rxn_16470,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16683,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12261
rmg_rxn_16701,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,413
rmg_rxn_16479,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16578,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,738
rmg_rxn_16511,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16287,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1343
rmg_rxn_16307,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,14477
rmg_rxn_16322,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10791
rmg_rxn_16502,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16792,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,2852
rmg_rxn_16378,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12486
rmg_rxn_16719,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16383,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12113
rmg_rxn_16410,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11764
rmg_rxn_16625,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,374
rmg_rxn_16757,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,34983
rmg_rxn_16819,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,
rmg_rxn_16445,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11098
rmg_rxn_16398,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10478
rmg_rxn_16527,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16555,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16794,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3166
rmg_rxn_16620,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest_debug_statement,2874
rmg_rxn_16397,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11996
rmg_rxn_16781,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1937
rmg_rxn_16426,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10575
rmg_rxn_16478,Zeus,False,Could not calculate dihedral angle,,crest_debug_statement,
rmg_rxn_16279,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1245
rmg_rxn_16730,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,5250
rmg_rxn_16282,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2335
rmg_rxn_16651,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,445
rmg_rxn_16271,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,11318
rmg_rxn_16554,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,9607
rmg_rxn_16628,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4348
rmg_rxn_16664,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9537
rmg_rxn_16765,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16820,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,14084
rmg_rxn_16543,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1024
rmg_rxn_16815,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16616,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1309
rmg_rxn_16390,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,18461
rmg_rxn_16461,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16595,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,89185
rmg_rxn_16690,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16334,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9861
rmg_rxn_16293,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,958
rmg_rxn_16303,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13465
rmg_rxn_16314,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9964
rmg_rxn_16728,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,3185
rmg_rxn_16328,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10595
rmg_rxn_16605,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,569
rmg_rxn_16668,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,5611
rmg_rxn_16632,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,287
rmg_rxn_16754,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1869
rmg_rxn_16524,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16708,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1951
rmg_rxn_16508,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16631,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16436,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10772
rmg_rxn_16338,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10889
rmg_rxn_16692,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,426
rmg_rxn_16312,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12001
rmg_rxn_16615,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1049
rmg_rxn_16660,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8664
rmg_rxn_16456,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10560
rmg_rxn_16583,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,539
rmg_rxn_16371,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10839
rmg_rxn_16609,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16608,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4087
rmg_rxn_16791,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16382,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11786
rmg_rxn_16305,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13448
rmg_rxn_16688,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4683
rmg_rxn_16675,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,433
rmg_rxn_16726,Zeus,False,Opt did not pass isomorphism check,,crest,2744
rmg_rxn_16575,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16520,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1583
rmg_rxn_16448,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11134
rmg_rxn_16667,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3784
rmg_rxn_16417,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11201
rmg_rxn_16324,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10833
rmg_rxn_16361,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9881
rmg_rxn_16785,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16747,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1260
rmg_rxn_16825,Zeus,False,Zip argument #1 must support iteration,,crest_debug_statement,
rmg_rxn_16299,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13488
rmg_rxn_16656,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1942
rmg_rxn_16366,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11393
rmg_rxn_16523,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16409,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11356
rmg_rxn_16721,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16712,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,346
rmg_rxn_16413,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,76144
rmg_rxn_16645,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16637,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16676,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,639
rmg_rxn_16368,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10802
rmg_rxn_16474,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16647,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16789,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,5367
rmg_rxn_16663,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,7848
rmg_rxn_16308,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15000
rmg_rxn_16805,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16530,Zeus,False,Could not calculate dihedral angle,,crest_debug_statement,
rmg_rxn_16584,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,462
rmg_rxn_16777,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16374,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12043
rmg_rxn_16636,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,295
rmg_rxn_16415,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,25673
rmg_rxn_16459,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12519
rmg_rxn_16331,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10456
rmg_rxn_16774,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16621,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,320
rmg_rxn_16607,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,754
rmg_rxn_16441,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11041
rmg_rxn_16498,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16407,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10495
rmg_rxn_16437,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11657
rmg_rxn_16464,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16700,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16783,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9670
rmg_rxn_16472,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16541,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16466,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16399,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10765
rmg_rxn_16494,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2867
rmg_rxn_16320,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10906
rmg_rxn_16393,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11497
rmg_rxn_16491,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16444,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,34486
rmg_rxn_16539,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16435,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11078
rmg_rxn_16587,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,725
rmg_rxn_16483,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16686,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12896
rmg_rxn_16570,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2850
rmg_rxn_16563,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,335
rmg_rxn_16340,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11087
rmg_rxn_16821,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13374
rmg_rxn_16440,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11701
rmg_rxn_16695,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16326,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10741
rmg_rxn_16674,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,499
rmg_rxn_16291,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,6130
rmg_rxn_16618,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,719
rmg_rxn_16535,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest,
rmg_rxn_16432,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12007
rmg_rxn_16529,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16339,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11065
rmg_rxn_16423,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,25278
rmg_rxn_16294,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1158
rmg_rxn_16401,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11201
rmg_rxn_16566,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,281
rmg_rxn_16729,Zeus,True,,heuristics,crest,151187
rmg_rxn_16425,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11636
rmg_rxn_16469,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16475,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,898
rmg_rxn_16434,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11366
rmg_rxn_16649,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16431,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11084
rmg_rxn_16617,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,371
rmg_rxn_16567,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2892
rmg_rxn_16306,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11586
rmg_rxn_16644,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1190
rmg_rxn_16514,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16414,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11763
rmg_rxn_16275,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,24488
rmg_rxn_16771,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16551,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1398
rmg_rxn_16612,Zeus,False,Could not calculate dihedral angle,,crest_debug_statement,
rmg_rxn_16301,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10274
rmg_rxn_16586,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,907
rmg_rxn_16298,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1336
rmg_rxn_16405,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12617
rmg_rxn_16446,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12243
rmg_rxn_16377,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12139
rmg_rxn_16335,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10740
rmg_rxn_16629,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,4325
rmg_rxn_16360,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10531
rmg_rxn_16598,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,320
rmg_rxn_16482,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16552,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,311
rmg_rxn_16353,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10845
rmg_rxn_16568,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16768,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3693
rmg_rxn_16671,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16782,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2025
rmg_rxn_16659,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8047
rmg_rxn_16546,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1772
rmg_rxn_16443,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10857
rmg_rxn_16266,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,20220
rmg_rxn_16687,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3210
rmg_rxn_16679,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8305
rmg_rxn_16714,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16513,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16549,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1417
rmg_rxn_16704,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,430
rmg_rxn_16681,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8937
rmg_rxn_16702,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,396
rmg_rxn_16274,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,12402
rmg_rxn_16648,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16289,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1119
rmg_rxn_16556,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,479
rmg_rxn_16365,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11089
rmg_rxn_16488,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1301
rmg_rxn_16315,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10768
rmg_rxn_16764,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2820
rmg_rxn_16533,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16678,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8932
