reaction,server_x,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds,server_y,converged,error,best_ts_method,branch,execution_time
rmg_rxn_16478,Zeus,CC=N,[CH2]C#CC,6,1,0,False,3,1,1,Zeus,False,Could not calculate dihedral angle,,crest_debug_statement,
rmg_rxn_16279,Zeus,C[CH]NO,C[CH]CC,6,1,1,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1245.0
rmg_rxn_16730,Zeus,C[C]=N,CC(=C=C)NCC,8,2,0,False,5,3,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,5250.0
rmg_rxn_16282,Zeus,C[CH]NO,CC[CH]OCC,7,1,2,False,8,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,2335.0
rmg_rxn_16651,Zeus,[N-]1O[NH+]1C,CC=[N],3,3,1,False,5,1,0,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,445.0
rmg_rxn_16271,Zeus,CC(=[C]C)N[NH],[N-]=[NH+]C1CC=CC=C1,10,4,0,False,9,4,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,11318.0
rmg_rxn_16554,Zeus,CC=N,[CH2]CSCC,6,1,0,False,5,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,9607.0
rmg_rxn_16628,Zeus,[O-][NH+]([NH])[CH2],CC=N,3,3,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4348.0
rmg_rxn_16664,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9537.0
rmg_rxn_16765,Zeus,[NH],CC=N,2,2,0,False,1,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16765,Zeus,[NH],CC=N,2,2,0,False,1,1,0,Zeus,True,,heuristics,crest,2125.0
rmg_rxn_16820,Zeus,C[C]=N,[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,14084.0
rmg_rxn_16543,Zeus,CC=N,[CH2]CCC,6,1,0,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1024.0
rmg_rxn_16815,Zeus,ON=[CH],CC=[N],3,2,1,False,2,2,0,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16616,Zeus,C[C]=N,CCCOC,6,1,1,False,5,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1309.0
rmg_rxn_16390,Zeus,C[CH]NO,C[CH]COC[O],6,1,3,False,8,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,18461.0
rmg_rxn_16461,Zeus,CC=N,[CH2]CCC,6,1,0,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16461,Zeus,CC=N,[CH2]CCC,6,1,0,False,4,1,0,Zeus,True,,heuristics,crest,6005.0
rmg_rxn_16595,Zeus,C[C]=N,CCO,4,1,1,False,3,1,0,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,89185.0
rmg_rxn_16690,Zeus,C[C]=N,[NH-][NH+]=CCC,5,3,0,False,4,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16690,Zeus,C[C]=N,[NH-][NH+]=CCC,5,3,0,False,4,2,0,Zeus,True,,heuristics,crest,20864.0
rmg_rxn_16334,Zeus,[CH2]CO,C[CH]NO,4,1,2,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9861.0
rmg_rxn_16293,Zeus,[CH2]CN=O,C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,958.0
rmg_rxn_16303,Zeus,CC[N],C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13465.0
rmg_rxn_16314,Zeus,[CH2]C=N[O],C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9964.0
rmg_rxn_16728,Zeus,C[C]=N,C=C=C(C)CCC,9,1,0,False,5,3,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,3185.0
rmg_rxn_16328,Zeus,C[CH]NO,[CH2]CC[O],5,1,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10595.0
rmg_rxn_16605,Zeus,C[C]=N,CSCC,5,1,0,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,569.0
rmg_rxn_16668,Zeus,C[C]=N,[CH2]CCOCO,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,5611.0
rmg_rxn_16632,Zeus,[N-]=[NH2+],C[C]=N,2,3,0,False,1,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,287.0
rmg_rxn_16754,Zeus,C[C]=N,CC(=C=C)NN,6,3,0,False,4,3,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1869.0
rmg_rxn_16524,Zeus,CC=N,CSC[CH2],5,1,0,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16524,Zeus,CC=N,CSC[CH2],5,1,0,False,4,1,0,Zeus,True,,heuristics,crest,7056.0
rmg_rxn_16708,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1951.0
rmg_rxn_16508,Zeus,[CH2]C[O],CC=N,4,1,1,False,3,1,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16631,Zeus,[N-]=[NH2+],CC=[N],2,3,0,False,1,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16631,Zeus,[N-]=[NH2+],CC=[N],2,3,0,False,1,2,0,Zeus,False,Could not determine likely TS conformer,,crest,40135.0
rmg_rxn_16436,Zeus,[CH2]CN,C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10772.0
rmg_rxn_16338,Zeus,[O-][NH+]C[CH2],C[CH]NO,4,2,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10889.0
rmg_rxn_16692,Zeus,C[C]=N,[CH2]CS,4,1,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,426.0
rmg_rxn_16312,Zeus,[CH2]ON=C,C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12001.0
rmg_rxn_16615,Zeus,CC=N,[CH2]CCOC,6,1,1,False,5,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,1049.0
rmg_rxn_16660,Zeus,CC=N,[CH2]OCC[CH]O,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,8664.0
rmg_rxn_16456,Zeus,ON=[CH],[O-][NH+][CH]C,3,2,2,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10560.0
rmg_rxn_16583,Zeus,C[C]=N,CC=NO,4,2,1,False,3,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,539.0
rmg_rxn_16371,Zeus,C[CH]NO,C=CCOC[O],6,1,3,False,7,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10839.0
rmg_rxn_16609,Zeus,CN=O,C[C]=N,3,2,1,False,2,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16609,Zeus,CN=O,C[C]=N,3,2,1,False,2,2,0,Zeus,True,,autotst,crest,47519.0
rmg_rxn_16608,Zeus,CC=N,[CH2]C[N]O,4,2,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4087.0
rmg_rxn_16791,Zeus,CC=[N],CC=CON(N)C,6,3,1,False,6,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16791,Zeus,CC=[N],CC=CON(N)C,6,3,1,False,6,2,0,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest_debug_statement,179146.0
rmg_rxn_16382,Zeus,C[CH]NO,[CH2]C[CH]OCO,6,1,3,False,8,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11786.0
rmg_rxn_16305,Zeus,C[CH]NO,[CH]=C=[C]C,6,1,1,False,4,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13448.0
rmg_rxn_16688,Zeus,CC=N,[CH2]CCOC[O],6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,4683.0
rmg_rxn_16675,Zeus,CC=[N],[O-][NH2+]C=C,4,2,1,False,3,2,0,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,433.0
rmg_rxn_16726,Zeus,ON=[N],C[C]=N,2,3,1,False,2,2,0,Zeus,False,Opt did not pass isomorphism check,,crest,2744.0
rmg_rxn_16575,Zeus,C[C]=N,CON=C,4,2,1,False,3,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16575,Zeus,C[C]=N,CON=C,4,2,1,False,3,2,0,Zeus,True,,heuristics,crest,4891.0
rmg_rxn_16520,Zeus,CC=N,[O-][NH+][CH]C,4,2,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1583.0
rmg_rxn_16448,Zeus,C[CH]NO,CC=CC1[CH]C=CC=C1,11,1,1,False,9,3,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11134.0
rmg_rxn_16667,Zeus,CC=N,[CH2]CCO[CH]O,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,3784.0
rmg_rxn_16417,Zeus,C[CH]NO,C[C]=CC,6,1,1,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11201.0
rmg_rxn_16324,Zeus,C[CH]NO,CC[CH]O,5,1,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10833.0
rmg_rxn_16361,Zeus,[O-][N+](=N)[CH2],C[CH]NO,3,3,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9881.0
rmg_rxn_16785,Zeus,[H],CC=N,2,1,0,False,1,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16785,Zeus,[H],CC=N,2,1,0,False,1,1,0,Zeus,True,TS did not pass all checks,heuristics,crest_debug_statement,2957.0
rmg_rxn_16747,Zeus,C[N]N,CC=[N],3,3,0,False,3,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,1260.0
rmg_rxn_16825,Zeus,C[C]=N,CC=N,4,2,0,False,2,2,0,Zeus,False,Zip argument #1 must support iteration,,crest_debug_statement,
rmg_rxn_16299,Zeus,[O-][N+]=O,C[CH]NO,2,2,3,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13488.0
rmg_rxn_16656,Zeus,CC=N,CCC=[N+]([CH2])[O-],6,2,1,False,5,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1942.0
rmg_rxn_16366,Zeus,[O-][NH+]1CC1,[O-][NH+][CH]C,4,2,2,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11393.0
rmg_rxn_16523,Zeus,CC=N,CS[CH]C,5,1,0,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16523,Zeus,CC=N,CS[CH]C,5,1,0,False,4,1,0,Zeus,True,,heuristics,crest,4520.0
rmg_rxn_16409,Zeus,O1O[N]1,C[CH]NO,2,2,3,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11356.0
rmg_rxn_16721,Zeus,O1ON1,CC=[N],2,2,2,False,1,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16721,Zeus,O1ON1,CC=[N],2,2,2,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,crest,4092.0
rmg_rxn_16712,Zeus,N[N]O,C[C]=N,2,3,1,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,346.0
rmg_rxn_16413,Zeus,C[CH]NO,CC(=NCC)[C]=C,8,2,1,False,7,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,76144.0
rmg_rxn_16645,Zeus,CC=N,C=CCOC[O],6,1,2,False,5,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16645,Zeus,CC=N,C=CCOC[O],6,1,2,False,5,2,0,Zeus,False,Could not determine likely TS conformer,,crest,231887.0
rmg_rxn_16637,Zeus,CC=[N],C1CNO1,4,2,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16637,Zeus,CC=[N],C1CNO1,4,2,1,False,5,1,0,Zeus,False,Could not determine likely TS conformer,,crest,22319.0
rmg_rxn_16676,Zeus,C[C]=N,[O-][NH2+]C=C,4,2,1,False,3,2,0,Zeus,False,Heuristics and AutoTST did not find any successful TS guesses,,crest,639.0
rmg_rxn_16368,Zeus,C[CH]NO,C[CH]C=O,5,1,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10802.0
rmg_rxn_16474,Zeus,[CH2]CN=O,CC=N,4,2,1,False,3,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16474,Zeus,[CH2]CN=O,CC=N,4,2,1,False,3,2,0,Zeus,True,,heuristics,crest,13277.0
rmg_rxn_16647,Zeus,CC=N,[CH2]CCOC=O,6,1,2,False,5,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16647,Zeus,CC=N,[CH2]CCOC=O,6,1,2,False,5,2,0,Zeus,True,,heuristics,crest,21218.0
rmg_rxn_16789,Zeus,CC=[N],C[C]C,5,1,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest_debug_statement,5367.0
rmg_rxn_16663,Zeus,C[C]=N,[CH2]OCCCO,6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,7848.0
rmg_rxn_16308,Zeus,[N]N,C[CH]NO,2,3,1,False,4,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,15000.0
rmg_rxn_16805,Zeus,CC=N,C#C[CH]C,6,1,0,False,3,1,1,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16530,Zeus,CC=N,[C]#CC,5,1,0,False,2,1,1,Zeus,False,Could not calculate dihedral angle,,crest_debug_statement,
rmg_rxn_16584,Zeus,C[C]=N,CC=NO,4,2,1,False,3,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,462.0
rmg_rxn_16777,Zeus,ON=C,CC=[N],3,2,1,False,2,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16777,Zeus,ON=C,CC=[N],3,2,1,False,2,2,0,Zeus,False,Could not determine likely TS conformer,,crest_debug_statement,99831.0
rmg_rxn_16374,Zeus,[N-]1O[NH+]1C,[O-][NH+][CH]C,3,3,2,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12043.0
rmg_rxn_16636,Zeus,C[C]=N,[O-][NH+]1CC1,4,2,1,False,5,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,295.0
rmg_rxn_16415,Zeus,C[CH]NO,C[C]=C(C)C=CC,9,1,1,False,7,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,25673.0
rmg_rxn_16459,Zeus,C[CH]NO,[NH-][NH2+]C(=[C]C)[CH2],6,3,1,False,7,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12519.0
rmg_rxn_16331,Zeus,C[CH]NO,[CH]=CC,5,1,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10456.0
rmg_rxn_16774,Zeus,CC=N,CC[NH],4,2,0,False,3,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16774,Zeus,CC=N,CC[NH],4,2,0,False,3,1,0,Zeus,True,,heuristics,crest_debug_statement,20632.0
rmg_rxn_16621,Zeus,[C]#N,CC=N,3,2,0,False,1,1,1,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,320.0
rmg_rxn_16607,Zeus,C[C]=N,CSCC,5,1,0,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,754.0
rmg_rxn_16441,Zeus,[H],C[CH]NO,2,1,1,False,3,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11041.0
rmg_rxn_16498,Zeus,[CH2]CS,CC=N,4,1,0,False,3,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16498,Zeus,[CH2]CS,CC=N,4,1,0,False,3,1,0,Zeus,True,,heuristics,crest,50301.0
rmg_rxn_16407,Zeus,[CH2]C=N[O],C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10495.0
rmg_rxn_16437,Zeus,[CH2]N=O,C[CH]NO,3,2,2,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11657.0
rmg_rxn_16464,Zeus,CC=N,C[CH]OCCC,7,1,1,False,6,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16464,Zeus,CC=N,C[CH]OCCC,7,1,1,False,6,1,0,Zeus,True,,heuristics,crest,19580.0
rmg_rxn_16700,Zeus,CC=[N],ONC=C,4,2,1,False,3,2,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16700,Zeus,CC=[N],ONC=C,4,2,1,False,3,2,0,Zeus,True,,heuristics,crest,7527.0
rmg_rxn_16783,Zeus,[O-][NH+]=O,CC=[N],2,2,2,False,2,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,9670.0
rmg_rxn_16472,Zeus,CC=N,[CH2]CSCC,6,1,0,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16472,Zeus,CC=N,[CH2]CSCC,6,1,0,False,5,1,0,Zeus,True,,heuristics,crest,51979.0
rmg_rxn_16541,Zeus,CC=N,[C]1=C[CH]CC=C1,8,1,0,False,5,3,0,Zeus,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_16466,Zeus,CC=N,[CH2]COCCC,7,1,1,False,6,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16466,Zeus,CC=N,[CH2]COCCC,7,1,1,False,6,1,0,Zeus,True,,heuristics,crest,21351.0
rmg_rxn_16399,Zeus,[CH2]C=NO,C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10765.0
rmg_rxn_16494,Zeus,CC=N,[CH2]CO[CH2],5,1,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2867.0
rmg_rxn_16320,Zeus,CC=N[O],C[CH]NO,4,2,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10906.0
rmg_rxn_16393,Zeus,C[CH]NO,[N-][NH+]=CCC,5,3,1,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11497.0
rmg_rxn_16491,Zeus,CC=N,[CH]CC,5,1,0,False,3,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16491,Zeus,CC=N,[CH]CC,5,1,0,False,3,1,0,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,crest,11806.0
rmg_rxn_16444,Zeus,C[CH]NO,CC=CON([NH])C,6,3,2,False,8,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,34486.0
rmg_rxn_16539,Zeus,[C]#N,CC=N,3,2,0,False,1,1,1,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16539,Zeus,[C]#N,CC=N,3,2,0,False,1,1,1,Zeus,False,Could not determine likely TS conformer,,crest,2467.0
rmg_rxn_16435,Zeus,C[CH]N,C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11078.0
rmg_rxn_16587,Zeus,C[C]=N,CCCO,5,1,1,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,725.0
rmg_rxn_16483,Zeus,[CH2]N=O,CC=[N],3,2,1,False,2,2,0,Zeus,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_16686,Zeus,C[C]=N,CCCOC[O],6,1,2,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12896.0
rmg_rxn_16570,Zeus,CC=N,[CH2]SC[CH2],5,1,0,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2850.0
rmg_rxn_16563,Zeus,[CH2],CC=N,3,1,0,False,1,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,335.0
rmg_rxn_16340,Zeus,C[CH]NO,C[CH]C,5,1,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11087.0
rmg_rxn_16821,Zeus,C[C]=N,[NH-][NH2+]C(=[C]C)C,6,3,0,False,5,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,13374.0
rmg_rxn_16440,Zeus,[O-][NH+]=O,[O-][NH+][CH]C,2,2,3,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11701.0
rmg_rxn_16695,Zeus,[OH],CC=N,2,1,1,False,1,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16695,Zeus,[OH],CC=N,2,1,1,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,crest,5679.0
rmg_rxn_16326,Zeus,[S],C[CH]NO,2,1,1,False,3,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,10741.0
rmg_rxn_16674,Zeus,C[C]=N,[O-][NH+]=CC,4,2,1,False,3,2,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,499.0
rmg_rxn_16291,Zeus,C[CH]NO,[CH2]CSCC,6,1,1,False,7,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,6130.0
rmg_rxn_16618,Zeus,CN(O)[NH],C[C]=N,3,3,1,False,4,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,719.0
rmg_rxn_16535,Zeus,CN(O)[N],CC=N,3,3,1,False,4,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest,
rmg_rxn_16432,Zeus,C[CH]NO,[CH2]SC[CH2],5,1,1,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,12007.0
rmg_rxn_16529,Zeus,CC=N,[CH2]COCC,6,1,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16529,Zeus,CC=N,[CH2]COCC,6,1,1,False,5,1,0,Zeus,True,,heuristics,crest,101198.0
rmg_rxn_16339,Zeus,[O-][NH+][CH]C,C[CH]NO,4,2,2,False,6,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11065.0
rmg_rxn_16423,Zeus,[O-][NH+][CH]C,[N-]([NH3+])C(=C=C)C,6,3,1,False,6,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,25278.0
rmg_rxn_16294,Zeus,[O-][N+](=[N])C,C[CH]NO,3,3,2,False,5,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,1158.0
rmg_rxn_16401,Zeus,C[CH]NO,[N-][NH+]=CCC,5,3,1,False,6,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11201.0
rmg_rxn_16566,Zeus,C[C]=N,CC[NH],4,2,0,False,3,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,281.0
rmg_rxn_16729,Zeus,CC=[N],CC(=C=C)NCC,8,2,0,False,5,3,0,Zeus,True,,heuristics,crest,151187.0
rmg_rxn_16425,Zeus,[O-][NH+][CH]C,CC(=C=C)NN,6,3,1,False,6,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11636.0
rmg_rxn_16469,Zeus,CC=N,[CH]1OCCCO1,6,1,2,False,7,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16469,Zeus,CC=N,[CH]1OCCCO1,6,1,2,False,7,1,0,Zeus,True,,heuristics,crest,38929.0
rmg_rxn_16475,Zeus,[O-][N+](=[N])C,CC=N,3,3,1,False,3,2,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest,898.0
rmg_rxn_16434,Zeus,CC[NH],C[CH]NO,4,2,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11366.0
rmg_rxn_16649,Zeus,CC=[N],ON1CC1,4,2,1,False,5,1,0,Zeus,False,QSUB Illegal attribute or resource value select.mem,,crest_debug_statement,
rmg_rxn_16649,Zeus,CC=[N],ON1CC1,4,2,1,False,5,1,0,Zeus,True,,heuristics,crest,15760.0
rmg_rxn_16431,Zeus,[NH],C[CH]NO,2,2,1,False,3,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11084.0
rmg_rxn_16617,Zeus,CN(O)[N],CC=N,3,3,1,False,4,1,0,Zeus,False,Could not troubleshoot geometry optimization of reactants or products,,crest,371.0
rmg_rxn_16567,Zeus,CC=N,[CH2]C[NH],4,2,0,False,3,1,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,2892.0
rmg_rxn_16306,Zeus,[CH2]C[S],C[CH]NO,4,1,1,False,5,0,0,Zeus,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_debug_statement,11586.0
